MouseID,ExpDate,en,ProbeName,imec,epoch,InitDepth,clusterID,amp,SpikeN,posX,posY,peakt,ClusterDepth,peak,trough,PTratio,Sign,footprint,duration,CCFAcronym,CCFName,CCFColor,label,new_label,index,unique_list,artefacts,new_add,delete,keep
SM_0001,11/10/2020,1,p1,1,15,250,24,79,6677,8,27,43,3844,18.8,-60.7,0.3,1,15,0.57,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,3305,0,0,0,0,0
SM_0001,11/10/2020,1,p1,1,15,250,25,552,1381,1,29,42,3832,94.8,-457.1,0.2,1,51,0.47,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,3306,0,0,0,0,0
SM_0001,11/10/2020,1,p1,1,15,250,34,1018,80,4,34,42,3802,147.7,-870.3,0.2,1,74,0.63,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,3307,0,0,0,0,0
SM_0001,11/10/2020,1,p1,1,15,250,35,967,80,4,34,42,3802,149.2,-818.1,0.2,1,74,0.7,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,3308,0,0,0,0,0
SM_0001,11/10/2020,1,p1,1,15,250,46,482,121,5,39,42,3772,89.8,-391.9,0.2,1,62,0.47,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,3309,0,0,0,0,0
SM_0001,11/10/2020,1,p1,1,15,250,48,461,125,5,39,39,3772,87.6,-373.8,0.2,1,61,0.5,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,3310,0,0,0,0,0
SM_0001,11/10/2020,1,p1,1,15,250,50,84,676,8,42,40,3754,33.7,-50.5,0.7,1,24,1,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,3311,0,0,0,0,0
SM_0001,11/10/2020,1,p1,1,15,250,52,214,192,1,46,42,3730,42.4,-172,0.2,1,49,0.63,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,3312,0,0,0,0,0
SM_0001,11/10/2020,1,p1,1,15,250,54,169,169,5,46,42,3730,49.6,-119.1,0.4,1,60,0.63,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,3313,0,0,0,0,0
SM_0001,11/10/2020,1,p1,1,15,250,55,405,1993,7,45,41,3736,85.9,-318.7,0.3,1,39,0.5,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,3314,0,0,0,0,0
SM_0001,11/10/2020,1,p1,1,15,250,60,188,168,7,47,41,3724,37.5,-150.3,0.2,1,37,0.5,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,3315,0,0,0,0,0
SM_0001,11/10/2020,1,p1,1,15,250,68,49,427,8,5,43,3976,10.3,-39.1,0.3,1,4,0.5,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,3316,0,0,0,0,0
SM_0001,11/10/2020,1,p1,1,15,250,70,93,592,8,18,34,3898,86.7,-5.9,14.7,0,5,1.57,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,3317,0,1,0,0,0
SM_0001,11/10/2020,1,p1,1,16,250,1,123,3457,6,2,41,4244,59.4,-64,0.9,1,31,0.9,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,3318,0,0,0,0,0
SM_0001,11/10/2020,1,p1,1,16,250,4,221,882,8,3,41,4238,49.2,-171.4,0.3,1,43,0.53,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,3319,0,0,0,0,0
SM_0001,11/10/2020,1,p1,1,16,250,5,248,871,8,5,42,4226,75.1,-172.5,0.4,1,65,0.7,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,3320,0,0,0,0,0
SM_0001,11/10/2020,1,p1,1,16,250,6,109,706,8,10,42,4196,30.7,-78.5,0.4,1,44,0.5,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,3321,0,0,0,0,0
SM_0001,11/10/2020,1,p1,1,16,250,7,275,162,1,12,41,4184,70.5,-204.3,0.3,1,66,0.6,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,3322,0,0,0,0,0
SM_0001,11/10/2020,1,p1,1,16,250,9,896,8264,1,15,41,4166,143.7,-752.3,0.2,1,70,0.4,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,3323,0,0,0,0,0
SM_0001,11/10/2020,1,p1,1,16,250,11,77,821,8,22,39,4124,25.5,-51.6,0.5,1,23,0.53,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,3324,0,0,0,0,0
SM_0001,11/10/2020,1,p1,1,16,250,12,117,6369,7,20,41,4136,26.6,-89.9,0.3,1,18,0.33,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,3325,0,0,0,0,0
SM_0001,11/10/2020,1,p1,1,16,250,14,205,132,3,25,43,4106,50.4,-154.9,0.3,1,41,0.53,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,3326,0,0,0,0,0
SM_0001,11/10/2020,1,p1,1,16,250,15,93,4340,1,26,43,4100,30.9,-62.2,0.5,1,29,0.63,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,3327,0,0,0,0,0
SM_0001,11/10/2020,1,p1,1,16,250,16,155,1276,3,25,42,4106,50,-105.4,0.5,1,38,0.47,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,3328,0,0,0,0,0
SM_0001,11/10/2020,1,p1,1,16,250,17,87,3680,1,27,41,4094,30.7,-56.3,0.5,1,20,1,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,3329,0,0,0,0,0
SM_0001,11/10/2020,1,p1,1,16,250,19,79,2330,8,36,42,4040,22,-56.7,0.4,1,39,0.83,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,3330,0,0,0,0,0
SM_0001,11/10/2020,1,p1,1,16,250,20,275,2810,3,43,40,3998,74.4,-200.9,0.4,1,70,0.43,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,3331,0,0,0,0,0
SM_0001,11/10/2020,1,p1,1,16,250,21,105,654,1,38,42,4028,29.2,-75.9,0.4,1,27,0.47,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,3332,0,0,0,0,0
SM_0001,11/10/2020,1,p1,1,16,250,22,233,8259,1,42,41,4004,51.8,-180.9,0.3,1,48,0.6,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,3333,0,0,0,0,0
SM_0001,11/10/2020,1,p1,1,16,250,24,286,2785,3,43,42,3998,73.9,-212.5,0.3,1,70,0.43,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,3334,0,0,0,0,0
SM_0001,11/10/2020,1,p1,1,16,250,26,206,1979,8,48,41,3968,67.5,-138.8,0.5,1,38,0.23,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,3335,0,0,0,0,0
SM_0001,11/10/2020,1,p1,1,16,250,27,139,3755,6,2,41,4244,33.3,-105.5,0.3,1,43,0.67,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,3336,0,0,0,0,0
SM_0001,11/10/2020,1,p1,1,16,250,30,244,757,8,6,39,4220,73.7,-170.3,0.4,1,64,0.73,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,3337,0,0,0,0,0
SM_0001,11/10/2020,1,p1,1,16,250,31,75,5332,6,1,42,4250,24.7,-50,0.5,1,16,0.83,VPL,Ventral posterolateral nucleus of the thalamus,FF8084,VPL,VPL,3338,0,0,0,0,0
SM_0001,11/10/2020,1,p1,1,16,250,32,160,1299,1,4,42,4232,40.1,-119.5,0.3,1,53,0.6,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,3339,0,0,0,0,0
SM_0001,11/10/2020,1,p1,1,16,250,33,82,2483,1,3,40,4238,19.8,-62.2,0.3,1,27,0.67,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,3340,0,0,0,0,0
SM_0001,11/10/2020,1,p1,1,16,250,34,249,863,8,6,42,4220,69.6,-179.7,0.4,1,59,0.7,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,3341,0,0,0,0,0
SM_0001,11/10/2020,1,p1,1,16,250,36,68,5892,8,17,42,4154,20.2,-48.1,0.4,1,23,0.53,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,3342,0,0,0,0,0
SM_0001,11/10/2020,1,p1,1,16,250,43,57,1637,8,17,41,4154,19.5,-37.9,0.5,1,19,0.57,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,3343,0,0,0,0,0
SM_0001,11/10/2020,1,p1,1,16,250,44,90,2336,1,29,41,4082,25.9,-63.8,0.4,1,21,1.03,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,3344,0,0,0,0,0
SM_0001,11/10/2020,1,p1,1,16,250,46,54,67,1,26,42,4100,12.6,-41,0.3,1,9,1.03,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,3345,0,0,0,0,0
SM_0001,11/10/2020,1,p1,1,16,250,47,75,440,2,1,44,4250,17,-57.6,0.3,1,31,0.93,VPL,Ventral posterolateral nucleus of the thalamus,FF8084,VPL,VPL,3346,0,0,0,0,0
SM_0001,11/10/2020,1,p1,1,16,250,49,42,1446,1,26,41,4100,12.2,-30.2,0.4,1,1,0.83,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,3347,0,0,0,0,0
SM_0001,11/10/2020,1,p1,1,16,250,55,113,1871,8,48,41,3968,34.1,-79,0.4,1,36,0.63,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,VPM,VPM,3348,0,0,0,0,0
ZYE_0017,11/18/2020,1,p1,0,2,500,5,174,218,8,10,41,946,54.2,-120.1,0.5,1,41,0.73,VISa6a,Anterior area layer 6a,009FAC,VIS,VIS,3349,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,2,500,9,284,311,1,25,42,856,94.5,-189.4,0.5,1,76,0.57,VISa5,Anterior area layer 5,009FAC,VIS,VIS,3350,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,2,500,10,217,2029,8,26,42,850,73.8,-143.2,0.5,1,97,0.53,VISa5,Anterior area layer 5,009FAC,VIS,VIS,3351,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,2,500,11,138,5063,8,27,41,844,43.1,-94.9,0.5,1,53,0.63,VISa5,Anterior area layer 5,009FAC,VIS,VIS,3352,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,2,500,17,117,1440,8,45,41,736,37,-79.9,0.5,1,37,0.77,VISa4,Anterior area layer 4,009FAC,VIS,VIS,3353,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,2,500,18,87,472,8,26,42,850,25.1,-62.2,0.4,1,36,0.8,VISa5,Anterior area layer 5,009FAC,VIS,VIS,3354,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,2,500,24,149,769,1,30,39,826,52.3,-97.1,0.5,1,88,0.63,VISa5,Anterior area layer 5,009FAC,VIS,VIS,3355,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,2,500,26,153,326,1,39,42,772,56.2,-96.8,0.6,1,54,0.53,VISa5,Anterior area layer 5,009FAC,VIS,VIS,3356,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,3,500,1,135,2019,4,5,42,1226,29,-105.6,0.3,1,9,0.27,cc,corpus callosum,CCCCCC,cc,cc,3357,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,3,500,5,194,777,1,13,41,1178,35.1,-158.7,0.2,1,14,0.3,cc,corpus callosum,CCCCCC,cc,cc,3358,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,3,500,6,241,3569,2,14,42,1172,47.3,-194,0.2,1,17,0.27,cc,corpus callosum,CCCCCC,cc,cc,3359,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,3,500,7,328,1172,1,18,41,1148,107.7,-220.5,0.5,1,52,0.7,cc,corpus callosum,009FAC,cc,cc,3360,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,3,500,8,198,2171,8,17,41,1154,50.9,-147.5,0.3,1,47,0.73,cc,corpus callosum,CCCCCC,cc,cc,3361,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,3,500,9,122,427,1,18,41,1148,35.5,-86.8,0.4,1,35,0.73,cc,corpus callosum,009FAC,cc,cc,3362,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,3,500,10,177,277,7,22,43,1124,29.4,-148.1,0.2,1,31,0.87,VISa6b,Anterior area layer 6b,009FAC,VIS,VIS,3363,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,3,500,11,224,209,7,22,42,1124,32.9,-191.3,0.2,1,34,0.87,VISa6b,Anterior area layer 6b,009FAC,VIS,VIS,3364,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,3,500,14,78,725,7,23,41,1118,25.8,-52.6,0.5,1,31,0.77,VISa6b,Anterior area layer 6b,009FAC,VIS,VIS,3365,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,3,500,19,90,304,8,48,41,968,31.2,-58.8,0.5,1,29,0.7,VISa6a,Anterior area layer 6a,009FAC,VIS,VIS,3366,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,3,500,20,55,1111,7,22,36,1124,14.9,-39.7,0.4,1,17,0.93,VISa6b,Anterior area layer 6b,009FAC,VIS,VIS,3367,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,4,500,3,74,463,4,4,42,1482,56.4,-17.8,3.2,0,11,1.03,CA1,Field CA1,7ED04B,CA1,CA1,3368,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,4,500,8,126,350,4,6,42,1470,92.5,-33.9,2.7,0,8,1.03,CA1,Field CA1,7ED04B,CA1,CA1,3369,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,4,500,24,102,2202,4,9,41,1452,54.9,-47.4,1.2,0,34,0.33,CA1,Field CA1,7ED04B,CA1,CA1,3370,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,4,500,30,93,2932,8,31,49,1320,67,-25.6,2.6,0,15,0.53,alv,alveus,CCCCCC,alv,others,3371,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,4,500,33,126,719,5,31,42,1320,30.6,-94.9,0.3,1,9,0.27,alv,alveus,CCCCCC,alv,others,3372,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,4,500,40,75,436,8,25,41,1356,30.9,-44.1,0.7,1,36,0.37,CA1,Field CA1,7ED04B,CA1,CA1,3373,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,4,500,42,214,873,8,5,41,1476,54.5,-159.1,0.3,1,53,1,CA1,Field CA1,7ED04B,CA1,CA1,3374,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,5,500,8,81,2019,4,25,42,1606,22.4,-58.4,0.4,1,42,0.53,CA1,Field CA1,7ED04B,CA1,CA1,3375,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,5,500,16,86,10573,8,30,41,1576,21.3,-64.3,0.3,1,37,0.33,CA1,Field CA1,7ED04B,CA1,CA1,3376,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,5,500,17,168,65,8,31,42,1570,26.4,-141.2,0.2,1,37,0.6,CA1,Field CA1,7ED04B,CA1,CA1,3377,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,5,500,21,243,736,8,37,42,1534,46.6,-196.8,0.2,1,55,0.73,CA1,Field CA1,7ED04B,CA1,CA1,3378,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,5,500,29,117,449,1,42,42,1504,29.7,-87.3,0.3,1,47,0.8,CA1,Field CA1,7ED04B,CA1,CA1,3379,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,5,500,30,130,210,2,45,42,1486,85.6,-44,1.9,0,26,0.43,CA1,Field CA1,7ED04B,CA1,CA1,3380,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,5,500,31,628,309,7,45,41,1486,106.4,-522.1,0.2,1,63,0.9,CA1,Field CA1,7ED04B,CA1,CA1,3381,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,5,500,35,208,271,1,48,42,1468,48.1,-160,0.3,1,51,0.73,CA1,Field CA1,7ED04B,CA1,CA1,3382,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,5,500,41,103,489,1,31,42,1570,25.7,-77.7,0.3,1,25,0.67,CA1,Field CA1,7ED04B,CA1,CA1,3383,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,5,500,43,132,1891,8,33,41,1558,27.3,-104.6,0.3,1,37,0.8,CA1,Field CA1,7ED04B,CA1,CA1,3384,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,5,500,46,178,994,1,45,40,1486,49.3,-128.7,0.4,1,61,0.7,CA1,Field CA1,7ED04B,CA1,CA1,3385,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,5,500,52,100,1459,8,40,42,1516,21.2,-79,0.3,1,39,0.7,CA1,Field CA1,7ED04B,CA1,CA1,3386,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,5,500,59,77,754,8,41,42,1510,23.8,-53.2,0.4,1,33,0.93,CA1,Field CA1,7ED04B,CA1,CA1,3387,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,7,500,3,467,2873,4,3,41,2238,119,-348.5,0.3,1,59,0.53,CA3,Field CA3,7ED04B,CA3,CA3,3388,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,8,500,2,161,11993,1,10,42,2446,29.6,-131,0.2,1,10,0.23,CA3,Field CA3,7ED04B,CA3,CA3,3389,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,8,500,4,147,734,1,17,49,2404,33.4,-114,0.3,1,60,1,CA3,Field CA3,7ED04B,CA3,CA3,3390,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,8,500,8,170,1024,8,16,43,2410,52.1,-118,0.4,1,63,1,CA3,Field CA3,7ED04B,CA3,CA3,3391,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,8,500,9,155,2437,3,18,42,2398,41.8,-113.5,0.4,1,73,0.23,CA3,Field CA3,7ED04B,CA3,CA3,3392,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,8,500,18,135,2176,3,27,42,2344,33.3,-101.2,0.3,1,13,0.23,CA3,Field CA3,7ED04B,CA3,CA3,3393,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,8,500,27,336,2011,4,40,42,2266,90,-246,0.4,1,59,0.43,CA3,Field CA3,7ED04B,CA3,CA3,3394,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,8,500,28,127,337,1,13,42,2428,39.4,-87.6,0.4,1,52,0.47,CA3,Field CA3,7ED04B,CA3,CA3,3395,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,8,500,29,129,3430,8,28,42,2338,45.4,-83.2,0.5,1,57,0.3,CA3,Field CA3,7ED04B,CA3,CA3,3396,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,8,500,30,90,424,1,16,46,2410,20.4,-69.4,0.3,1,38,1,CA3,Field CA3,7ED04B,CA3,CA3,3397,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,10,500,1,288,876,8,1,42,3000,71,-217.2,0.3,1,75,0.47,LD,Lateral dorsal nucleus of thalamus,FF909F,LD,others,3398,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,10,500,5,528,938,5,5,42,2976,106.1,-421.5,0.3,1,79,0.5,LD,Lateral dorsal nucleus of thalamus,FF909F,LD,others,3399,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,10,500,8,181,10422,8,11,42,2940,36.6,-144,0.3,1,37,0.23,LD,Lateral dorsal nucleus of thalamus,FF909F,LD,others,3400,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,10,500,9,251,2087,1,12,42,2934,85,-166.1,0.5,1,58,0.5,LD,Lateral dorsal nucleus of thalamus,FF909F,LD,others,3401,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,10,500,10,200,431,8,13,41,2928,57.6,-142.8,0.4,1,56,0.7,LD,Lateral dorsal nucleus of thalamus,FF909F,LD,others,3402,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,10,500,11,371,2995,7,14,42,2922,110.3,-260.6,0.4,1,85,0.5,LD,Lateral dorsal nucleus of thalamus,FF909F,LD,others,3403,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,10,500,12,152,3981,1,16,42,2910,49.6,-102.3,0.5,1,50,0.67,LD,Lateral dorsal nucleus of thalamus,FF909F,LD,others,3404,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,10,500,18,339,815,8,17,42,2904,103.1,-236.3,0.4,1,75,0.43,LD,Lateral dorsal nucleus of thalamus,FF909F,LD,others,3405,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,10,500,21,605,2578,1,17,42,2904,182,-423.2,0.4,1,80,0.47,LD,Lateral dorsal nucleus of thalamus,FF909F,LD,others,3406,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,10,500,31,356,1806,8,21,42,2880,112,-244.1,0.5,1,74,0.53,LD,Lateral dorsal nucleus of thalamus,FF909F,LD,others,3407,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,10,500,33,316,2263,8,22,42,2874,103.7,-211.8,0.5,1,69,0.43,LD,Lateral dorsal nucleus of thalamus,FF909F,LD,others,3408,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,10,500,34,269,2526,1,23,42,2868,79.5,-189.3,0.4,1,74,0.47,LD,Lateral dorsal nucleus of thalamus,FF909F,LD,others,3409,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,10,500,35,282,3009,1,24,43,2862,108.1,-173.8,0.6,1,66,0.47,LD,Lateral dorsal nucleus of thalamus,FF909F,LD,others,3410,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,10,500,36,330,3813,6,24,42,2862,96.3,-234,0.4,1,72,0.47,LD,Lateral dorsal nucleus of thalamus,FF909F,LD,others,3411,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,10,500,37,320,875,6,26,42,2850,85.1,-235.3,0.4,1,63,0.47,LD,Lateral dorsal nucleus of thalamus,FF909F,LD,others,3412,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,10,500,44,176,788,1,2,42,2994,58,-118.1,0.5,1,71,0.57,LD,Lateral dorsal nucleus of thalamus,FF909F,LD,others,3413,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,10,500,47,115,4437,8,9,41,2952,43.4,-72,0.6,1,44,0.57,LD,Lateral dorsal nucleus of thalamus,FF909F,LD,others,3414,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,10,500,53,129,3609,5,28,42,2838,32.2,-97,0.3,1,58,0.7,LD,Lateral dorsal nucleus of thalamus,FF909F,LD,others,3415,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,10,500,60,288,2110,8,26,42,2850,87.9,-200.3,0.4,1,71,0.43,LD,Lateral dorsal nucleus of thalamus,FF909F,LD,others,3416,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,10,500,63,103,662,1,7,42,2964,29.2,-74.3,0.4,1,40,0.43,LD,Lateral dorsal nucleus of thalamus,FF909F,LD,others,3417,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,10,500,66,110,705,3,28,43,2838,36.4,-73.2,0.5,1,48,0.43,LD,Lateral dorsal nucleus of thalamus,FF909F,LD,others,3418,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,11,500,0,718,1396,8,1,42,3250,207.8,-510.3,0.4,1,72,0.47,PO,Posterior complex of the thalamus,FF909F,PO,PO,3419,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,11,500,1,198,535,1,3,43,3238,67.9,-130.4,0.5,1,53,0.47,PO,Posterior complex of the thalamus,FF909F,PO,PO,3420,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,11,500,4,241,295,6,6,42,3220,72.8,-167.8,0.4,1,68,0.5,PO,Posterior complex of the thalamus,FF909F,PO,PO,3421,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,11,500,5,130,5080,8,8,42,3208,47.4,-82.4,0.6,1,57,0.63,PO,Posterior complex of the thalamus,FF909F,PO,PO,3422,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,11,500,9,459,623,8,12,42,3184,124,-335,0.4,1,59,0.47,PO,Posterior complex of the thalamus,FF909F,PO,PO,3423,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,11,500,14,180,1534,5,16,42,3160,66.5,-113.6,0.6,1,67,0.5,PO,Posterior complex of the thalamus,FF909F,PO,PO,3424,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,11,500,19,973,1003,2,26,37,3100,292.7,-680.6,0.4,1,95,0.5,PO,Posterior complex of the thalamus,FF909F,PO,PO,3425,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,11,500,21,442,707,7,22,41,3124,138.6,-303.1,0.5,1,70,0.53,PO,Posterior complex of the thalamus,FF909F,PO,PO,3426,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,11,500,23,460,693,7,23,42,3118,143.1,-317.2,0.5,1,71,0.53,PO,Posterior complex of the thalamus,FF909F,PO,PO,3427,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,11,500,24,207,1009,1,26,43,3100,66.4,-140.7,0.5,1,47,0.43,PO,Posterior complex of the thalamus,FF909F,PO,PO,3428,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,11,500,27,311,3008,1,27,41,3094,118.3,-192.4,0.6,1,61,0.57,PO,Posterior complex of the thalamus,FF909F,PO,PO,3429,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,11,500,28,986,1075,2,26,42,3100,288.6,-697.1,0.4,1,86,0.47,PO,Posterior complex of the thalamus,FF909F,PO,PO,3430,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,11,500,29,139,4483,7,28,42,3088,29.2,-109.7,0.3,1,8,0.23,PO,Posterior complex of the thalamus,FF909F,PO,PO,3431,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,11,500,30,117,3353,8,27,42,3094,42.8,-74.4,0.6,1,42,0.6,PO,Posterior complex of the thalamus,FF909F,PO,PO,3432,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,11,500,31,568,2007,1,28,42,3088,179.3,-388.7,0.5,1,68,0.5,PO,Posterior complex of the thalamus,FF909F,PO,PO,3433,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,11,500,33,258,7074,2,30,42,3076,77.9,-180.3,0.4,1,81,0.63,LD,Lateral dorsal nucleus of thalamus,FF909F,LD,others,3434,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,11,500,34,217,825,6,29,43,3082,68,-148.9,0.5,1,62,0.57,LD,Lateral dorsal nucleus of thalamus,FF909F,LD,others,3435,1,0,0,0,1
ZYE_0017,11/18/2020,1,p1,0,11,500,35,213,4107,6,33,42,3058,61.8,-151,0.4,1,16,0.17,LD,Lateral dorsal nucleus of thalamus,FF909F,LD,others,3436,1,0,0,0,1
