MouseID,ExpDate,en,ProbeName,imec,epoch,InitDepth,clusterID,amp,SpikeN,posX,posY,peakt,ClusterDepth,CCFCoord_1,CCFCoord_2,CCFCoord_3,CCFName,CCFAcronym,CCFColor,peak,trough,PTratio,duration,footprint,label,artefacts,duration_AS
SM_0001,11/10/2020,1,p1,0,9,250,19,241,89,3,16,43,2410,152,293,385,Agranular insular area ventral part layer 6a,AIv6a,219866,203.7193483,-37.58986517,5.419528572,-0.77,34,AIv6a,0,0.9
SM_0001,11/10/2020,1,p1,0,9,250,34,622,374,8,22,42,2374,151,293,385,Agranular insular area ventral part layer 6a,AIv6a,219866,117.99684,-503.57736,0.234317206,0.6,51,AIv6a,0,0.63
SM_0001,11/10/2020,1,p1,0,9,250,38,606,805,2,38,42,2278,147,292,386,Agranular insular area ventral part layer 6a,AIv6a,219866,179.89686,-426.53754,0.421760908,0.37,42,AIv6a,0,0.37
SM_0001,11/10/2020,1,p1,0,9,250,47,953,328,1,41,42,2260,146,292,386,Agranular insular area ventral part layer 6a,AIv6a,219866,224.65872,-728.07228,0.308566507,0.37,47,AIv6a,0,0.37
SM_0001,11/10/2020,1,p1,0,9,250,57,976,328,1,41,38,2260,146,292,386,Agranular insular area ventral part layer 6a,AIv6a,219866,248.86134,-727.26966,0.342185786,0.37,48,AIv6a,0,0.33
SM_0001,11/10/2020,1,p1,0,9,250,64,322,439,7,45,42,2236,145,292,386,Agranular insular area ventral part layer 6a,AIv6a,219866,55.46268,-266.94252,0.207770122,0.47,42,AIv6a,0,0.5
SM_0001,11/10/2020,1,p1,0,9,250,70,306,508,8,47,42,2224,145,292,386,Agranular insular area ventral part layer 6a,AIv6a,219866,50.69844,-255.77136,0.198217815,0.97,44,AIv6a,0,0.97
SM_0001,11/10/2020,1,p1,0,9,250,77,102,1454,4,3,40,2488,155,294,385,Agranular insular area ventral part layer 6a,AIv6a,219866,72.86526,-28.64394,2.543828119,-0.93,0,AIv6a,0,0.4
SM_0001,11/10/2020,1,p1,0,9,250,78,119,350,2,10,37,2446,154,294,385,Agranular insular area ventral part layer 6a,AIv6a,219866,40.365,-78.975,0.511111111,0.9,66,AIv6a,0,0.93
SM_0001,11/10/2020,1,p1,0,9,250,80,98,1162,6,8,41,2458,154,294,385,Agranular insular area ventral part layer 6a,AIv6a,219866,32.54004,-65.38896,0.497638133,1.1,64,AIv6a,0,0.97
SM_0001,11/10/2020,1,p1,0,9,250,83,221,389,2,10,37,2446,154,294,385,Agranular insular area ventral part layer 6a,AIv6a,219866,63.96624,-157.46796,0.406217493,-0.23,82,AIv6a,0,1
SM_0001,11/10/2020,1,p1,0,9,250,86,165,2170,2,10,42,2446,154,294,385,Agranular insular area ventral part layer 6a,AIv6a,219866,43.09578,-122.10822,0.352931031,0.77,54,AIv6a,0,0.77
SM_0001,11/10/2020,1,p1,0,9,250,87,87,459,7,9,39,2452,154,294,385,Agranular insular area ventral part layer 6a,AIv6a,219866,31.93632,-54.78408,0.582948915,1.37,51,AIv6a,0,1.4
SM_0001,11/10/2020,1,p1,0,9,250,89,112,624,7,18,41,2398,152,293,385,Agranular insular area ventral part layer 6a,AIv6a,219866,22.09194,-89.94726,0.245609927,0.9,64,AIv6a,0,0.87
SM_0001,11/10/2020,1,p1,0,10,250,3,76,7076,7,23,42,2618,160,295,384,Orbital area lateral part layer 5,ORBl5,248A5E,24.75486,-51.38874,0.48171759,0.47,46,ORB,0,0.47
SM_0001,11/10/2020,1,p1,0,10,250,15,471,1383,1,35,42,2546,158,295,385,Agranular insular area ventral part layer 6a,AIv6a,219866,126.03006,-345.26934,0.365019553,0.6,61,AIv6a,0,0.6
SM_0001,11/10/2020,1,p1,0,10,250,22,71,1461,8,46,42,2480,155,294,385,Agranular insular area ventral part layer 6a,AIv6a,219866,21.49992,-49.35528,0.435615399,0.93,35,AIv6a,0,0.93
SM_0001,11/10/2020,1,p1,0,10,250,26,313,238,1,44,45,2492,155,294,385,Agranular insular area ventral part layer 6a,AIv6a,219866,98.6427,-214.6365,0.459580267,-0.13,73,AIv6a,0,0.83
SM_0001,11/10/2020,1,p1,0,10,250,27,409,2292,5,44,42,2492,155,294,385,Agranular insular area ventral part layer 6a,AIv6a,219866,127.38726,-281.71494,0.452184964,0.27,62,AIv6a,0,0.27
SM_0001,11/10/2020,1,p1,0,10,250,28,116,4330,1,45,40,2486,155,294,385,Agranular insular area ventral part layer 6a,AIv6a,219866,37.14516,-78.52104,0.473059959,0.43,48,AIv6a,0,0.4
SM_0001,11/10/2020,1,p1,0,10,250,31,97,777,1,45,42,2486,155,294,385,Agranular insular area ventral part layer 6a,AIv6a,219866,28.79838,-68.56902,0.419991127,0.27,78,AIv6a,0,0.3
SM_0001,11/10/2020,1,p1,0,10,250,32,64,2220,8,35,41,2546,158,295,385,Agranular insular area ventral part layer 6a,AIv6a,219866,16.6374,-47.1978,0.352503718,0.5,32,AIv6a,0,0.47
SM_0001,11/10/2020,1,p1,0,10,250,33,152,315,1,34,42,2552,158,295,385,Agranular insular area ventral part layer 6a,AIv6a,219866,40.25268,-111.51972,0.360946746,0.73,49,AIv6a,0,0.77
SM_0001,11/10/2020,1,p1,0,10,250,37,97,1251,1,45,41,2486,155,294,385,Agranular insular area ventral part layer 6a,AIv6a,219866,30.74058,-66.55662,0.461871111,0.23,73,AIv6a,0,0.2
SM_0001,11/10/2020,1,p1,0,10,250,39,112,497,1,38,42,2528,157,295,385,Agranular insular area ventral part layer 6a,AIv6a,219866,38.68254,-72.98226,0.530026612,0.73,73,AIv6a,0,0.73
SM_0001,11/10/2020,1,p1,0,10,250,44,99,601,1,38,42,2528,157,295,385,Agranular insular area ventral part layer 6a,AIv6a,219866,24.9093,-74.1897,0.335751459,0.8,68,AIv6a,0,0.8
SM_0001,11/10/2020,1,p1,0,11,250,1,326,822,7,1,42,3000,174,298,383,Orbital area lateral part layer 5,ORBl5,248A5E,84.55122,-241.78518,0.349695627,0.4,61,ORB,0,0.4
SM_0001,11/10/2020,1,p1,0,11,250,3,200,2306,3,1,42,3000,174,298,383,Orbital area lateral part layer 5,ORBl5,248A5E,56.29806,-143.23374,0.393050269,0.5,64,ORB,0,0.53
SM_0001,11/10/2020,1,p1,0,11,250,4,131,3417,8,8,41,2958,173,298,383,Orbital area lateral part layer 5,ORBl5,248A5E,44.39916,-86.99184,0.510383043,0.63,41,ORB,0,0.53
SM_0001,11/10/2020,1,p1,0,11,250,5,91,7724,8,4,42,2982,174,298,383,Orbital area lateral part layer 5,ORBl5,248A5E,34.3278,-56.3706,0.608966376,0.67,35,ORB,0,0.6
SM_0001,11/10/2020,1,p1,0,11,250,8,171,1186,1,7,42,2964,173,298,383,Orbital area lateral part layer 5,ORBl5,248A5E,54.3933,-116.4267,0.467189227,0.4,61,ORB,0,0.43
SM_0001,11/10/2020,1,p1,0,11,250,16,109,613,8,12,41,2934,172,298,383,Orbital area lateral part layer 5,ORBl5,248A5E,40.0374,-68.8662,0.581379545,0.5,41,ORB,0,0.5
SM_0001,11/10/2020,1,p1,0,11,250,19,367,706,3,18,41,2898,170,297,383,Orbital area lateral part layer 5,ORBl5,248A5E,103.6854,-263.8116,0.393028206,0.5,80,ORB,0,0.47
SM_0001,11/10/2020,1,p1,0,11,250,20,151,4338,3,18,42,2898,170,297,383,Orbital area lateral part layer 5,ORBl5,248A5E,68.96682,-81.86958,0.842398605,0.63,53,ORB,0,0.63
SM_0001,11/10/2020,1,p1,0,11,250,28,133,2022,3,7,42,2964,173,298,383,Orbital area lateral part layer 5,ORBl5,248A5E,42.46632,-90.42228,0.469644428,0.6,60,ORB,0,0.63
SM_0001,11/10/2020,1,p1,0,11,250,38,121,608,1,1,41,3000,174,298,383,Orbital area lateral part layer 5,ORBl5,248A5E,36.6561,-84.8367,0.432078334,0.53,28,ORB,0,0.53
SM_0001,11/10/2020,1,p1,0,11,250,43,128,3581,6,2,41,2994,174,298,383,Orbital area lateral part layer 5,ORBl5,248A5E,22.68396,-104.86944,0.216306676,0.3,13,ORB,0,0.3
SM_0001,11/10/2020,1,p1,0,11,250,44,123,1156,6,2,42,2994,174,298,383,Orbital area lateral part layer 5,ORBl5,248A5E,20.32992,-103.03488,0.197311047,0.27,11,ORB,0,0.27
SM_0001,11/10/2020,1,p1,0,12,250,0,766,191,1,1,42,3250,184,300,382,Orbital area lateral part layer 2/3,ORBl2/3,248A5E,187.37082,-578.51118,0.323884527,0.4,65,ORB,0,0.43
SM_0001,11/10/2020,1,p1,0,12,250,1,781,192,1,1,42,3250,184,300,382,Orbital area lateral part layer 2/3,ORBl2/3,248A5E,185.06826,-596.30454,0.31035863,0.43,62,ORB,0,0.4
SM_0001,11/10/2020,1,p1,0,12,250,2,207,3243,1,1,42,3250,184,300,382,Orbital area lateral part layer 2/3,ORBl2/3,248A5E,52.767,-153.972,0.342705167,0.13,16,ORB,0,0.17
SM_0001,11/10/2020,1,p1,0,12,250,4,647,782,8,3,42,3238,184,300,382,Orbital area lateral part layer 2/3,ORBl2/3,248A5E,213.49692,-433.16208,0.492879986,0.53,67,ORB,0,0.57
SM_0001,11/10/2020,1,p1,0,12,250,6,126,2784,1,5,42,3226,183,300,382,Orbital area lateral part layer 2/3,ORBl2/3,248A5E,27.56052,-97.95708,0.281353017,0.67,39,ORB,0,0.67
SM_0001,11/10/2020,1,p1,0,12,250,8,260,7130,1,13,42,3178,181,300,382,Orbital area lateral part layer 5,ORBl5,248A5E,55.4229,-204.7851,0.270639319,0.8,31,ORB,0,0.8
SM_0001,11/10/2020,1,p1,0,12,250,9,166,7406,1,12,41,3184,182,300,382,Orbital area lateral part layer 5,ORBl5,248A5E,54.6156,-111.1968,0.491161616,0.63,43,ORB,0,0.63
SM_0001,11/10/2020,1,p1,0,12,250,10,239,1287,8,14,42,3172,181,300,382,Orbital area lateral part layer 5,ORBl5,248A5E,86.43726,-152.89794,0.565326518,0.43,65,ORB,0,0.43
SM_0001,11/10/2020,1,p1,0,12,250,13,147,5051,8,16,40,3160,181,300,382,Orbital area lateral part layer 5,ORBl5,248A5E,52.27326,-94.49154,0.553205716,1,41,ORB,0,0.97
SM_0001,11/10/2020,1,p1,0,12,250,16,364,2116,8,18,42,3148,180,300,382,Orbital area lateral part layer 5,ORBl5,248A5E,103.95684,-259.84296,0.400075646,0.47,69,ORB,0,0.5
SM_0001,11/10/2020,1,p1,0,12,250,18,225,1926,8,19,42,3142,180,300,382,Orbital area lateral part layer 5,ORBl5,248A5E,51.18516,-173.87604,0.294377305,0.23,16,ORB,0,0.23
SM_0001,11/10/2020,1,p1,0,12,250,24,179,3528,1,22,43,3124,179,299,383,Orbital area lateral part layer 5,ORBl5,248A5E,59.91102,-119.19258,0.502640517,0.5,59,ORB,0,0.53
SM_0001,11/10/2020,1,p1,0,12,250,26,160,1486,8,26,42,3100,178,299,383,Orbital area lateral part layer 5,ORBl5,248A5E,55.6803,-104.4693,0.532982417,0.53,64,ORB,0,0.53
SM_0001,11/10/2020,1,p1,0,12,250,36,260,953,8,42,41,3004,175,299,383,Orbital area lateral part layer 5,ORBl5,248A5E,84.8835,-175.4181,0.483892483,0.47,70,ORB,0,0.43
SM_0001,11/10/2020,1,p1,0,12,250,38,256,2245,4,44,42,2992,174,298,383,Orbital area lateral part layer 5,ORBl5,248A5E,85.6206,-169.9776,0.50371696,0.47,47,ORB,0,0.47
SM_0001,11/10/2020,1,p1,0,12,250,39,353,1495,6,44,42,2992,174,298,383,Orbital area lateral part layer 5,ORBl5,248A5E,103.77198,-249.63822,0.415689473,0.43,78,ORB,0,0.43
SM_0001,11/10/2020,1,p1,0,12,250,44,130,597,1,18,43,3148,180,300,382,Orbital area lateral part layer 5,ORBl5,248A5E,40.74876,-89.12124,0.457228378,0.6,26,ORB,0,0.6
SM_0001,11/10/2020,1,p1,0,12,250,47,134,2419,1,33,42,3058,177,299,383,Orbital area lateral part layer 5,ORBl5,248A5E,42.27444,-91.62036,0.461408796,0.43,54,ORB,0,0.47
SM_0001,11/10/2020,1,p1,0,12,250,48,225,1092,8,34,42,3052,176,299,383,Orbital area lateral part layer 5,ORBl5,248A5E,69.12594,-155.42046,0.444767311,0.47,67,ORB,0,0.5
SM_0001,11/10/2020,1,p1,0,12,250,50,110,1183,8,35,42,3046,176,299,383,Orbital area lateral part layer 5,ORBl5,248A5E,35.98686,-73.52514,0.489449731,0.47,56,ORB,0,0.47
SM_0001,11/10/2020,1,p1,0,12,250,54,152,2167,1,43,41,2998,174,298,383,Orbital area lateral part layer 5,ORBl5,248A5E,54.9783,-96.8175,0.567854985,0.53,36,ORB,0,0.5
SM_0001,11/10/2020,1,p1,0,12,250,62,187,559,1,44,42,2992,174,298,383,Orbital area lateral part layer 5,ORBl5,248A5E,62.90622,-124.17678,0.506586014,0.47,50,ORB,0,0.47
SM_0001,11/10/2020,1,p1,0,12,250,68,107,809,1,40,41,3016,175,299,383,Orbital area lateral part layer 5,ORBl5,248A5E,39.04992,-68.02848,0.574023115,0.47,44,ORB,0,0.43
SM_0001,11/10/2020,1,p1,0,12,250,69,135,875,8,48,41,2968,173,298,383,Orbital area lateral part layer 5,ORBl5,248A5E,42.96942,-92.37618,0.465156927,0.53,52,ORB,0,0.5
SM_0001,11/10/2020,1,p1,0,12,250,70,149,651,2,37,42,3034,176,299,383,Orbital area lateral part layer 5,ORBl5,248A5E,47.74068,-101.22372,0.471635304,0.5,59,ORB,0,0.43
SM_0001,11/10/2020,1,p1,0,13,250,0,565,1866,8,1,42,3500,194,303,381,Cortical subplate,CTXsp,8ADA87,159.98814,-405.44946,0.394594532,0.3,51,CTXsp,0,0.3
SM_0001,11/10/2020,1,p1,0,13,250,1,162,2650,1,2,42,3494,194,303,381,Cortical subplate,CTXsp,8ADA87,93.87144,-68.29056,1.374588816,-0.2,16,CTXsp,0,0.63
SM_0001,11/10/2020,1,p1,0,13,250,9,632,1334,1,4,42,3482,193,302,381,Cortical subplate,CTXsp,8ADA87,138.0366,-493.6698,0.279613215,0.53,52,CTXsp,0,0.57
SM_0001,11/10/2020,1,p1,0,13,250,13,152,2401,7,7,40,3464,193,302,381,Cortical subplate,CTXsp,8ADA87,11.40048,-140.44212,0.081175647,0.73,15,CTXsp,0,0.73
SM_0001,11/10/2020,1,p1,0,13,250,14,778,668,7,7,41,3464,193,302,381,Cortical subplate,CTXsp,8ADA87,317.56608,-460.60092,0.689460368,0.47,71,CTXsp,0,0.43
SM_0001,11/10/2020,1,p1,0,13,250,16,1053,131,7,7,39,3464,193,302,381,Cortical subplate,CTXsp,8ADA87,423.66168,-629.15112,0.673386197,0.5,72,CTXsp,0,0.5
SM_0001,11/10/2020,1,p1,0,13,250,17,221,3386,2,7,42,3464,193,302,381,Cortical subplate,CTXsp,8ADA87,145.38654,-75.97746,1.913548308,-0.13,42,CTXsp,0,1.17
SM_0001,11/10/2020,1,p1,0,13,250,19,196,2197,8,10,42,3446,192,302,381,Orbital area lateral part layer 2/3,ORBl2/3,248A5E,60.49134,-135.62406,0.446022188,0.33,44,ORB,0,0.33
SM_0001,11/10/2020,1,p1,0,13,250,20,246,369,8,9,42,3452,192,302,381,Orbital area lateral part layer 2/3,ORBl2/3,248A5E,87.89508,-158.22612,0.555502973,0.3,45,ORB,0,0.3
SM_0001,11/10/2020,1,p1,0,13,250,21,141,5074,1,9,42,3452,192,302,381,Orbital area lateral part layer 2/3,ORBl2/3,248A5E,41.90472,-99.52488,0.421047682,0.37,36,ORB,0,0.33
SM_0001,11/10/2020,1,p1,0,13,250,22,1601,3452,6,13,35,3428,191,302,381,Orbital area lateral part layer 5,ORBl5,248A5E,454.95684,-1146.42216,0.396849307,0.43,69,ORB,0,0.43
SM_0001,11/10/2020,1,p1,0,13,250,24,1590,3870,6,13,41,3428,191,302,381,Orbital area lateral part layer 5,ORBl5,248A5E,448.79562,-1140.74298,0.39342396,0.43,68,ORB,0,0.43
SM_0001,11/10/2020,1,p1,0,13,250,25,1690,517,6,12,42,3434,192,302,381,Orbital area lateral part layer 2/3,ORBl2/3,248A5E,487.10376,-1203.00804,0.404904825,0.43,69,ORB,0,0.47
SM_0001,11/10/2020,1,p1,0,13,250,26,315,1532,1,14,42,3422,191,302,381,Orbital area lateral part layer 5,ORBl5,248A5E,102.51072,-212.73408,0.48187258,0.37,65,ORB,0,0.37
SM_0001,11/10/2020,1,p1,0,13,250,28,340,671,7,16,43,3410,191,302,381,Orbital area lateral part layer 5,ORBl5,248A5E,114.84954,-225.10566,0.510202809,0.27,78,ORB,0,0.3
SM_0001,11/10/2020,1,p1,0,13,250,37,235,9837,1,24,41,3362,189,301,382,Orbital area lateral part layer 2/3,ORBl2/3,248A5E,32.8302,-201.8484,0.162647809,0.2,45,ORB,0,0.17
SM_0001,11/10/2020,1,p1,0,13,250,41,225,637,5,26,42,3350,188,301,382,Orbital area lateral part layer 2/3,ORBl2/3,248A5E,61.25418,-164.15802,0.373141562,0.4,62,ORB,0,0.4
SM_0001,11/10/2020,1,p1,0,13,250,46,155,7498,1,32,42,3314,187,301,382,Orbital area lateral part layer 2/3,ORBl2/3,248A5E,15.1047,-139.8267,0.108024433,-0.07,42,ORB,0,0.67
SM_0001,11/10/2020,1,p1,0,13,250,47,141,7382,1,34,42,3302,186,301,382,Orbital area lateral part layer 2/3,ORBl2/3,248A5E,27.97002,-112.68738,0.248208983,0.2,15,ORB,0,0.2
SM_0001,11/10/2020,1,p1,0,13,250,56,254,3788,1,44,42,3242,184,300,382,Orbital area lateral part layer 2/3,ORBl2/3,248A5E,52.47918,-201.76182,0.260104612,0.17,25,ORB,0,0.2
SM_0001,11/10/2020,1,p1,0,13,250,57,731,1695,1,44,42,3242,184,300,382,Orbital area lateral part layer 2/3,ORBl2/3,248A5E,207.98856,-523.09764,0.397609441,0.43,57,ORB,0,0.43
SM_0001,11/10/2020,1,p1,0,13,250,62,205,2176,1,48,42,3218,183,300,382,Orbital area lateral part layer 2/3,ORBl2/3,248A5E,60.09354,-145.28826,0.413615938,0.53,49,ORB,0,0.57
SM_0001,11/10/2020,1,p1,0,13,250,68,191,1461,6,13,43,3428,191,302,381,Orbital area lateral part layer 5,ORBl5,248A5E,69.61968,-121.18392,0.574496022,0.43,73,ORB,0,0.43
SM_0001,11/10/2020,1,p1,0,13,250,71,174,598,8,21,42,3380,189,301,382,Orbital area lateral part layer 2/3,ORBl2/3,248A5E,57.9384,-116.2512,0.498389694,0.37,50,ORB,0,0.4
SM_0001,11/10/2020,1,p1,0,13,250,74,227,837,8,30,41,3326,187,301,382,Orbital area lateral part layer 2/3,ORBl2/3,248A5E,78.1092,-149.3622,0.52295159,0.43,64,ORB,0,0.4
SM_0001,11/10/2020,1,p1,0,13,250,75,198,437,8,33,40,3308,187,301,382,Orbital area lateral part layer 2/3,ORBl2/3,248A5E,62.5833,-135.4041,0.462196492,0.43,57,ORB,0,0.43
SM_0001,11/10/2020,1,p1,0,14,250,2,233,4132,3,6,42,3720,202,304,380,Endopiriform nucleus dorsal part,EPd,A0EE9D,84.64716,-148.72104,0.569167348,0.4,53,EPd,0,0.4
SM_0001,11/10/2020,1,p1,0,14,250,4,220,746,1,4,42,3732,202,304,380,Endopiriform nucleus dorsal part,EPd,A0EE9D,63.4959,-156.7683,0.405030226,0.3,43,EPd,0,0.3
SM_0001,11/10/2020,1,p1,0,14,250,8,277,6301,8,6,42,3720,202,304,380,Endopiriform nucleus dorsal part,EPd,A0EE9D,97.38144,-179.86176,0.541423813,0.4,37,EPd,0,0.43
SM_0001,11/10/2020,1,p1,0,14,250,13,359,436,2,12,41,3684,201,304,381,Endopiriform nucleus dorsal part,EPd,A0EE9D,118.82754,-240.47946,0.494127607,0.3,55,EPd,0,0.3
SM_0001,11/10/2020,1,p1,0,14,250,22,221,2590,1,16,42,3660,200,304,381,Endopiriform nucleus dorsal part,EPd,A0EE9D,40.22694,-180.97326,0.222281126,0.27,14,EPd,0,0.3
SM_0001,11/10/2020,1,p1,0,14,250,28,221,4466,7,24,42,3612,199,304,381,Endopiriform nucleus dorsal part,EPd,A0EE9D,45.92952,-174.94308,0.262539793,0.9,32,EPd,0,1.07
SM_0001,11/10/2020,1,p1,0,14,250,36,360,456,1,27,42,3594,198,303,381,Cortical subplate,CTXsp,8ADA87,64.3968,-296.0802,0.217497827,0.2,32,CTXsp,0,0.2
SM_0001,11/10/2020,1,p1,0,14,250,42,137,324,1,32,41,3564,197,303,381,Cortical subplate,CTXsp,8ADA87,47.40606,-90.06894,0.526330831,-0.17,29,CTXsp,0,0.53
SM_0001,11/10/2020,1,p1,0,14,250,48,546,75,8,35,42,3546,196,303,381,Cortical subplate,CTXsp,8ADA87,168.46128,-377.25792,0.446541401,0.5,48,CTXsp,0,0.5
SM_0001,11/10/2020,1,p1,0,14,250,50,133,3744,4,35,42,3546,196,303,381,Cortical subplate,CTXsp,8ADA87,30.771,-101.7432,0.302437902,0.27,15,CTXsp,0,0.27
SM_0001,11/10/2020,1,p1,0,14,250,54,564,628,8,36,41,3540,196,303,381,Cortical subplate,CTXsp,8ADA87,169.30602,-394.39998,0.42927492,0.47,49,CTXsp,0,0.43
SM_0001,11/10/2020,1,p1,0,14,250,58,106,813,1,38,42,3528,195,303,381,Cortical subplate,CTXsp,8ADA87,36.79416,-69.41844,0.530034383,0.3,24,CTXsp,0,0.3
SM_0001,11/10/2020,1,p1,0,14,250,64,330,1283,8,40,42,3516,195,303,381,Cortical subplate,CTXsp,8ADA87,106.79292,-222.95988,0.478978191,0.4,48,CTXsp,0,0.37
SM_0001,11/10/2020,1,p1,0,14,250,66,966,70,6,40,44,3516,195,303,381,Cortical subplate,CTXsp,8ADA87,278.9881714,-686.6964,0.406275861,0.4,59,CTXsp,0,0.4
SM_0001,11/10/2020,1,p1,0,14,250,82,171,3935,1,44,42,3492,194,303,381,Cortical subplate,CTXsp,8ADA87,101.92338,-68.63922,1.484914601,-0.13,18,CTXsp,0,0.5
SM_0001,11/10/2020,1,p1,0,14,250,117,170,3405,2,35,42,3546,196,303,381,Cortical subplate,CTXsp,8ADA87,39.64428,-130.77792,0.303141998,0.13,42,CTXsp,0,0.13
SM_0001,11/10/2020,1,p1,0,14,250,118,126,975,1,38,43,3528,195,303,381,Cortical subplate,CTXsp,8ADA87,36.10386,-89.48394,0.403467483,0.37,29,CTXsp,0,0.4
SM_0001,11/10/2020,1,p1,0,14,250,133,148,3573,8,20,41,3636,199,304,381,Endopiriform nucleus dorsal part,EPd,A0EE9D,32.87934,-115.38306,0.284958121,-0.1,55,EPd,0,0.2
SM_0001,11/10/2020,1,p1,0,14,250,140,149,3647,8,21,42,3630,199,304,381,Endopiriform nucleus dorsal part,EPd,A0EE9D,25.74936,-123.58944,0.208345956,0.17,67,EPd,0,0.2
SM_0001,11/10/2020,1,p1,0,14,250,157,145,53,1,1,43,3750,203,305,380,Endopiriform nucleus dorsal part,EPd,A0EE9D,42.81316981,-102.5317358,0.417560177,0.13,49,EPd,0,0.13
SM_0001,11/10/2020,1,p1,0,14,250,160,130,452,1,29,42,3582,197,303,381,Cortical subplate,CTXsp,8ADA87,39.41496,-90.26784,0.436644546,0.33,39,CTXsp,0,0.33
SM_0001,11/10/2020,1,p1,0,15,250,2,129,5739,3,2,41,3994,213,307,379,Endopiriform nucleus dorsal part,EPd,A0EE9D,94.14054,-35.16786,2.676891343,-0.3,2,EPd,0,1.07
SM_0001,11/10/2020,1,p1,0,15,250,16,161,558,8,5,42,3976,212,307,379,Endopiriform nucleus dorsal part,EPd,A0EE9D,51.0237,-109.6641,0.465272591,0.37,52,EPd,0,0.37
SM_0001,11/10/2020,1,p1,0,15,250,17,120,1648,4,4,42,3982,212,307,379,Endopiriform nucleus dorsal part,EPd,A0EE9D,41.05296,-78.63804,0.522049634,0.33,49,EPd,0,0.3
SM_0001,11/10/2020,1,p1,0,15,250,23,99,1269,8,8,42,3958,211,306,380,Endopiriform nucleus dorsal part,EPd,A0EE9D,28.27188,-70.71012,0.399827917,0.43,48,EPd,0,0.43
SM_0001,11/10/2020,1,p1,0,15,250,27,278,1292,4,11,42,3940,210,306,380,Endopiriform nucleus dorsal part,EPd,A0EE9D,90.56502,-187.19298,0.483805643,0.33,50,EPd,0,0.33
SM_0001,11/10/2020,1,p1,0,15,250,28,324,1028,8,12,41,3934,210,306,380,Endopiriform nucleus dorsal part,EPd,A0EE9D,97.68564,-225.84276,0.432538285,0.4,58,EPd,0,0.37
SM_0001,11/10/2020,1,p1,0,15,250,31,143,10511,1,14,41,3922,210,306,380,Endopiriform nucleus dorsal part,EPd,A0EE9D,50.20938,-92.76462,0.541255707,0.43,35,EPd,0,0.43
SM_0001,11/10/2020,1,p1,0,15,250,32,488,141,2,13,42,3928,210,306,380,Endopiriform nucleus dorsal part,EPd,A0EE9D,149.06736,-339.12684,0.439562259,0.33,58,EPd,0,0.33
SM_0001,11/10/2020,1,p1,0,15,250,34,103,203,7,13,43,3928,210,306,380,Endopiriform nucleus dorsal part,EPd,A0EE9D,77.63418,-24.88122,3.120191856,-0.4,7,EPd,0,0.2
SM_0001,11/10/2020,1,p1,0,15,250,36,1049,678,7,16,42,3910,209,306,380,Endopiriform nucleus dorsal part,EPd,A0EE9D,287.937,-761.4594,0.378138349,0.33,71,EPd,0,0.33
SM_0001,11/10/2020,1,p1,0,15,250,37,1034,250,8,16,45,3910,209,306,380,Endopiriform nucleus dorsal part,EPd,A0EE9D,277.173,-757.2006,0.366049631,0.33,70,EPd,0,0.3
SM_0001,11/10/2020,1,p1,0,15,250,39,209,1591,6,16,41,3910,209,306,380,Endopiriform nucleus dorsal part,EPd,A0EE9D,62.7705,-145.7469,0.430681545,0.13,27,EPd,0,0.13
SM_0001,11/10/2020,1,p1,0,15,250,40,756,566,1,17,42,3904,209,306,380,Endopiriform nucleus dorsal part,EPd,A0EE9D,208.82862,-547.38918,0.381499357,0.3,61,EPd,0,0.3
SM_0001,11/10/2020,1,p1,0,15,250,50,243,380,8,20,42,3886,208,306,380,Endopiriform nucleus dorsal part,EPd,A0EE9D,73.29348,-170.11332,0.430850917,0.33,47,EPd,0,0.3
SM_0001,11/10/2020,1,p1,0,15,250,51,235,1364,8,21,41,3880,208,306,380,Endopiriform nucleus dorsal part,EPd,A0EE9D,69.10488,-165.87792,0.416600835,0.4,59,EPd,0,0.37
SM_0001,11/10/2020,1,p1,0,15,250,58,569,247,8,26,42,3850,207,305,380,Endopiriform nucleus dorsal part,EPd,A0EE9D,164.3616,-404.1414,0.406693301,0.3,66,EPd,0,0.3
SM_0001,11/10/2020,1,p1,0,15,250,59,205,139,1,26,42,3850,207,305,380,Endopiriform nucleus dorsal part,EPd,A0EE9D,44.46,-160.1028,0.27769658,0.27,14,EPd,0,0.27
SM_0001,11/10/2020,1,p1,0,15,250,63,333,1237,1,26,43,3850,207,305,380,Endopiriform nucleus dorsal part,EPd,A0EE9D,109.30608,-223.23132,0.489653871,0.27,55,EPd,0,0.3
SM_0001,11/10/2020,1,p1,0,15,250,70,373,112,8,30,33,3826,206,305,380,Endopiriform nucleus dorsal part,EPd,A0EE9D,71.838,-300.8772,0.23876186,0.67,64,EPd,0,0.7
SM_0001,11/10/2020,1,p1,0,15,250,78,219,7616,8,38,42,3778,204,305,380,Endopiriform nucleus dorsal part,EPd,A0EE9D,60.60132,-158.21208,0.383038514,0.17,26,EPd,0,0.17
SM_0001,11/10/2020,1,p1,0,15,250,81,187,1703,8,41,42,3760,203,305,380,Endopiriform nucleus dorsal part,EPd,A0EE9D,49.39974,-137.37906,0.359587116,0.13,24,EPd,0,0.17
SM_0001,11/10/2020,1,p1,0,15,250,87,211,4535,1,44,41,3742,203,305,380,Endopiriform nucleus dorsal part,EPd,A0EE9D,35.30592,-176.13648,0.200446381,0.17,41,EPd,0,0.17
